order_id,user_id,order_date,status,total_amount
99,304,2023-12-16T16:12:45,completed,927.51
100,2423,2025-05-20T04:25:11,completed,597.26
101,1204,2024-05-06T12:27:24,completed,628.12
102,3623,2024-09-22T22:54:12,completed,772.97
103,1033,2025-02-10T20:51:32,completed,278.13
104,4271,2025-04-29T05:32:57,completed,816.27
105,2490,2024-04-10T00:33:13,completed,1442.75
106,3713,2024-06-27T10:56:32,completed,854.91
107,4369,2025-06-29T13:48:32,completed,393.47
108,4693,2025-05-09T19:45:16,completed,469.4
109,2960,2025-02-07T17:45:17,completed,91.12
110,510,2025-07-17T15:33:43,completed,187.8
111,4312,2024-03-28T05:14:56,completed,135.53
112,4087,2025-04-09T05:26:02,completed,1714.36
113,4335,2024-10-05T07:24:33,completed,82.64
114,4580,2025-02-16T19:57:15,completed,545.65
115,1171,2025-07-27T10:47:42,completed,312.12
116,2323,2025-08-11T04:34:07,completed,699.43
117,4695,2024-04-29T19:19:46,completed,240.24
118,4962,2024-03-24T04:49:41,completed,227.72
119,3679,2024-10-12T14:53:05,completed,784.55
120,2778,2024-07-30T23:42:09,completed,1305.65
121,4583,2024-11-26T02:50:54,completed,1018.16
122,2253,2024-06-06T00:02:24,completed,583.76
123,694,2025-10-02T09:08:32,completed,469.6
124,3400,2025-06-23T17:53:12,completed,61.75
125,814,2024-03-08T13:36:42,completed,49.37
126,2514,2025-07-12T12:09:38,cancelled,318.54
127,809,2025-11-20T11:41:34,completed,471.08
128,991,2024-12-10T04:21:15,completed,249.02
129,4133,2024-07-30T18:33:21,completed,278.79
130,537,2025-03-16T05:47:13,completed,28.44
131,4539,2025-11-21T20:38:45,cancelled,533.86
132,688,2025-07-13T02:33:30,completed,569.37
133,1378,2025-03-17T18:27:07,completed,839.4
134,343,2025-01-13T06:46:04,completed,328.26
135,1372,2025-06-21T07:12:09,completed,729.28
136,2305,2025-03-30T00:15:11,completed,123.54
137,4559,2025-10-08T12:09:25,returned,1802.46
138,3709,2023-12-25T13:57:31,completed,690.04
139,1096,2025-05-06T08:58:22,completed,9.74
140,1422,2024-02-11T13:18:14,completed,972.55
141,3647,2025-07-31T09:55:42,completed,302.65
142,3169,2024-01-17T22:16:10,completed,650.42
143,1815,2024-02-02T18:23:08,completed,993.22
144,1812,2023-12-14T20:02:42,completed,248.95
145,4965,2023-12-04T21:29:04,completed,59.92
146,2273,2025-11-11T21:08:02,completed,370.71
147,4940,2025-09-27T21:22:47,completed,68.08
148,4669,2025-10-03T11:52:03,completed,715.23
149,4589,2024-01-08T03:16:13,completed,471.82
150,425,2024-08-11T15:39:26,completed,421.95
151,4246,2025-09-20T09:31:18,completed,362.0
152,385,2024-02-06T00:37:18,completed,198.97
153,2742,2024-07-28T12:06:35,completed,350.07
154,3472,2025-11-20T17:28:29,cancelled,774.25
155,2739,2025-10-28T14:43:44,completed,173.7
156,446,2024-08-31T05:11:26,completed,778.0
157,3593,2024-05-03T20:12:52,completed,647.46
158,533,2025-06-27T17:18:17,completed,154.23
159,3538,2024-03-24T03:19:50,completed,802.94
160,1910,2024-05-11T14:43:02,completed,507.04
161,830,2024-07-24T01:15:24,completed,615.33
162,1587,2025-09-11T03:16:19,cancelled,213.4
163,3643,2024-01-18T10:38:53,completed,159.28
164,3571,2024-09-05T01:34:54,completed,680.59
165,4943,2025-03-26T05:46:09,completed,330.55
166,1185,2025-11-03T09:27:18,completed,32.03
167,2817,2024-07-30T05:14:07,completed,38.86
168,1552,2025-02-23T08:09:26,completed,340.07
169,2455,2025-10-30T17:16:22,completed,911.44
170,4063,2025-09-01T11:40:18,completed,235.94
171,1747,2024-11-09T01:26:00,completed,905.4
172,56,2024-12-01T04:09:30,completed,75.49
173,3608,2024-08-17T04:14:14,completed,487.78
174,1632,2025-05-27T16:00:11,completed,91.27
175,4543,2024-04-12T06:11:19,completed,911.54
176,172,2024-07-10T05:03:11,completed,59.93
177,1723,2024-07-20T16:42:03,completed,89.82
178,4317,2024-02-14T23:58:34,returned,1389.77
179,2004,2025-08-12T08:30:51,cancelled,397.41
180,2295,2025-02-06T14:13:54,completed,572.91
181,3180,2024-03-31T07:00:27,completed,451.92
182,3960,2025-10-27T20:20:08,completed,320.86
183,4784,2025-10-12T02:44:29,completed,432.27
184,3244,2024-03-25T05:41:20,completed,468.07
185,3065,2024-04-02T23:12:53,completed,225.03
186,2881,2024-10-15T15:30:51,completed,215.92
187,3831,2024-02-28T03:46:44,completed,194.27
188,1472,2025-01-14T14:46:34,completed,45.8
189,4111,2025-11-04T03:50:00,completed,141.68
190,1641,2025-03-22T09:37:44,completed,607.44
191,4949,2024-10-11T08:52:31,returned,1217.61
192,98,2024-03-30T02:26:58,completed,1300.23
193,1865,2025-02-06T10:03:56,completed,658.21
194,3780,2025-01-30T03:54:07,completed,386.21
195,3422,2025-03-30T11:22:46,completed,73.78
196,1052,2024-11-26T21:15:52,completed,1051.69
197,3305,2025-05-24T18:16:23,completed,90.37
198,2706,2024-07-03T14:28:54,completed,632.5
199,4379,2025-05-17T01:44:39,completed,228.51
200,2496,2025-09-16T19:39:20,completed,414.11
201,4943,2025-10-30T01:10:32,completed,392.04
202,1687,2024-06-08T20:51:04,completed,618.04
203,3366,2024-02-24T05:04:49,completed,1468.96
204,1301,2025-04-26T19:18:19,completed,781.65
205,4955,2024-03-21T01:34:24,completed,248.02
206,3791,2025-11-03T08:19:19,completed,817.12
207,2437,2024-11-07T17:29:53,completed,347.2
208,3152,2024-02-11T13:23:04,cancelled,350.83
209,358,2025-07-07T02:39:50,completed,2153.06
210,3370,2023-12-28T17:57:15,returned,57.09
211,2671,2024-03-12T11:37:56,completed,233.77
212,600,2025-10-11T20:35:55,completed,397.95
213,2053,2024-09-19T01:17:43,completed,732.94
214,3857,2024-11-29T09:45:48,completed,880.57
215,3202,2024-09-17T19:51:12,completed,439.61
216,4361,2024-12-02T13:34:37,completed,712.84
217,3200,2024-04-08T13:27:18,completed,387.34
218,1653,2025-07-16T00:22:45,cancelled,12.94
219,229,2023-12-13T15:51:37,returned,36.27
220,792,2025-02-25T10:59:22,completed,193.73
221,4605,2025-05-15T15:24:10,completed,527.18
222,2650,2025-08-24T11:36:48,completed,110.32
223,1804,2024-09-04T15:13:12,completed,181.01
224,4906,2025-11-20T05:54:31,completed,1578.47
225,1089,2024-11-04T15:32:27,completed,660.0
226,4986,2025-02-24T11:03:03,cancelled,120.05
227,4813,2025-02-14T09:04:06,completed,448.91
228,2531,2024-04-17T09:30:49,completed,34.66
229,3069,2024-11-09T14:47:16,completed,23.76
230,4900,2025-10-22T13:02:01,returned,142.67
231,325,2023-12-13T14:02:37,completed,1250.7
232,1823,2024-12-14T03:05:25,completed,316.74
233,530,2025-05-02T22:26:05,completed,496.05
234,1673,2025-02-10T09:29:22,completed,932.5
235,1936,2024-08-21T05:19:20,completed,362.23
236,2007,2025-10-16T00:44:28,completed,658.79
237,3942,2024-08-18T01:47:03,completed,1277.7
238,682,2024-02-02T04:35:57,completed,796.43
239,3940,2025-10-16T17:16:23,completed,458.49
240,35,2024-09-10T12:35:42,completed,205.25
241,3407,2024-01-20T16:05:28,cancelled,1287.81
242,2092,2024-04-13T19:47:50,completed,280.43
243,3157,2024-03-11T23:24:57,cancelled,800.96
244,1212,2025-03-26T20:40:17,completed,127.47
245,4738,2024-07-18T06:14:33,cancelled,454.39
246,4802,2025-05-07T07:02:22,returned,214.36
247,3497,2024-09-28T21:25:04,completed,443.89
248,4802,2025-11-09T05:36:30,completed,870.72
249,896,2024-03-23T06:30:34,completed,680.34
250,2524,2024-02-22T08:33:11,completed,39.57
251,3423,2025-11-23T10:05:24,completed,195.34
252,1491,2025-08-03T12:35:31,completed,193.78
253,484,2025-04-30T17:09:37,completed,908.55
254,895,2024-04-29T06:41:31,completed,66.72
255,527,2025-04-03T18:39:28,completed,381.46
256,78,2024-08-03T06:08:36,completed,659.22
257,60,2024-07-12T05:40:39,completed,466.4
258,3877,2025-06-02T17:29:53,completed,1387.21
259,3265,2025-08-04T22:24:49,completed,808.2
260,26,2025-07-31T02:45:05,completed,1360.94
261,2290,2024-01-31T16:28:33,cancelled,830.84
262,1540,2024-08-29T16:11:48,completed,996.36
263,2667,2025-03-10T09:07:44,completed,308.23
264,667,2025-08-10T00:14:59,completed,1143.29
265,1173,2024-12-16T10:41:42,completed,834.34
266,3825,2023-12-10T13:19:16,completed,272.63
267,1994,2025-03-25T04:14:24,completed,522.07
268,2675,2025-10-20T06:13:17,cancelled,466.5
269,1113,2025-02-28T16:18:07,cancelled,637.54
270,4921,2024-10-17T15:06:05,completed,369.32
271,3127,2024-04-07T11:23:54,completed,959.39
272,913,2024-09-06T20:00:28,completed,898.69
273,3115,2025-09-19T08:23:29,completed,98.98
274,3180,2024-06-11T10:51:07,returned,467.29
275,1035,2024-04-25T07:27:34,completed,86.18
276,2432,2024-12-30T22:46:59,completed,145.28
277,282,2024-07-02T20:02:58,completed,498.44
278,4702,2025-01-05T09:26:12,completed,993.15
279,1726,2025-10-30T12:53:13,completed,952.4
280,1305,2025-11-08T13:58:09,returned,239.34
281,2854,2023-12-16T08:55:22,completed,144.77
282,1599,2024-12-12T10:51:46,completed,377.37
283,4755,2024-08-01T14:25:05,completed,231.48
284,1341,2025-10-31T17:32:05,completed,76.69
285,1787,2024-04-05T18:47:35,completed,364.35
286,4716,2024-01-07T13:26:42,completed,563.72
287,462,2025-04-15T13:40:38,completed,911.79
288,4003,2024-05-31T15:30:59,completed,190.81
289,735,2025-05-25T06:25:57,completed,704.91
290,4176,2024-07-23T08:00:00,completed,348.39
291,775,2024-06-19T12:40:39,completed,1058.55
292,2445,2024-11-10T20:34:12,completed,431.79
293,4404,2024-10-29T10:39:19,completed,903.32
294,4251,2024-08-16T07:40:37,completed,66.42
295,1700,2023-12-29T14:02:17,cancelled,1389.18
296,1321,2024-06-27T01:55:49,completed,490.06
297,4147,2025-07-02T16:51:27,completed,967.46
298,4018,2025-07-10T06:56:09,completed,257.74
299,812,2025-04-21T05:32:26,completed,153.36
300,1764,2024-11-17T23:15:32,cancelled,184.12
301,2089,2025-04-23T08:11:30,completed,516.61
302,1174,2024-01-29T11:44:55,completed,318.39
303,1579,2024-08-12T17:56:45,completed,608.9
304,3439,2025-01-29T08:22:58,completed,17.83
305,4945,2023-12-22T12:44:19,completed,276.44
306,541,2024-03-08T15:22:42,completed,140.26
307,1850,2025-10-05T11:53:34,completed,476.13
308,1012,2025-11-16T19:56:31,completed,756.1
309,2311,2025-03-26T23:15:15,completed,338.27
310,4356,2023-12-06T10:56:19,completed,618.71
311,2191,2025-06-20T18:35:39,completed,744.74
312,1500,2025-02-15T17:32:53,completed,141.53
313,3505,2023-12-13T02:01:45,completed,468.44
314,2562,2024-07-20T06:49:14,completed,519.58
315,2342,2024-09-18T20:06:45,completed,474.46
316,4168,2024-05-01T05:29:33,cancelled,498.99
317,4362,2025-10-30T17:38:23,completed,416.54
318,60,2024-11-27T07:34:43,completed,1734.82
319,4327,2024-09-18T07:55:03,completed,1016.67
320,4289,2024-09-24T20:08:09,cancelled,518.54
321,418,2023-12-26T02:39:47,completed,516.87
322,2047,2025-05-21T05:00:05,completed,271.84
323,2498,2025-05-03T01:05:07,cancelled,1262.68
324,2865,2024-06-25T02:20:30,completed,218.25
325,1619,2025-05-22T10:13:39,completed,456.99
326,57,2024-09-14T13:02:29,completed,285.46
327,2208,2024-08-14T20:34:36,completed,74.24
328,3556,2024-09-08T01:25:20,completed,480.96
329,1631,2025-08-12T23:36:56,cancelled,1459.11
330,3186,2024-12-30T07:09:03,completed,609.12
331,3934,2025-09-21T04:38:34,completed,310.72
332,4189,2025-07-29T04:57:05,completed,994.32
333,2027,2024-10-22T21:24:26,completed,405.93
334,4116,2024-10-09T10:33:15,completed,319.07
335,1880,2025-05-30T12:33:11,completed,1394.7
336,3493,2024-08-19T21:37:46,completed,206.61
337,2511,2024-03-09T22:53:14,completed,543.9
338,390,2024-08-23T02:15:11,completed,109.93
339,3868,2025-06-08T17:12:11,completed,534.63
340,112,2024-06-18T08:14:28,completed,668.45
341,4954,2025-01-30T05:02:51,completed,420.76
342,986,2024-04-25T23:52:09,completed,709.51
343,4371,2024-12-11T20:20:53,completed,357.24
344,4591,2024-07-03T22:03:35,returned,1465.01
345,1368,2024-06-22T07:01:29,completed,826.55
346,3257,2024-01-31T20:49:38,completed,260.79
347,4173,2025-11-06T14:06:13,completed,220.24
348,73,2024-11-11T14:09:06,completed,475.76
349,2200,2025-11-10T19:07:00,completed,149.46
350,1214,2025-05-02T23:17:45,cancelled,396.36
351,2040,2024-02-02T00:35:15,returned,176.99
352,4958,2025-08-14T19:02:02,returned,276.89
353,1095,2025-04-28T15:10:40,completed,1171.63
354,2292,2025-11-06T13:48:42,completed,1603.4
355,4513,2024-08-01T15:16:57,completed,292.92
356,3240,2025-09-27T07:01:25,completed,78.43
357,3925,2024-12-27T08:26:43,completed,184.34
358,4667,2025-10-23T23:10:04,completed,358.66
359,4980,2024-02-24T08:09:11,completed,455.02
360,3298,2023-12-16T00:46:43,completed,10.84
361,817,2025-08-18T21:27:31,completed,416.11
362,359,2024-03-06T23:47:01,completed,325.21
363,872,2025-08-15T09:02:33,completed,551.88
364,1337,2025-07-12T01:46:45,completed,347.56
365,4454,2024-02-19T07:26:16,completed,206.19
366,1838,2024-06-03T21:00:37,completed,146.99
367,3152,2024-01-24T23:04:40,completed,567.38
368,2309,2024-04-13T17:24:23,completed,1071.19
369,1459,2024-09-13T04:21:03,completed,79.36
370,2471,2024-01-17T14:48:55,completed,458.54
371,3024,2024-03-26T18:46:15,cancelled,552.64
372,1201,2025-02-14T09:02:29,completed,488.29
373,552,2025-08-11T16:07:51,completed,49.77
374,1045,2024-05-30T04:52:10,completed,243.24
375,3392,2025-07-25T03:12:08,completed,934.34
376,4414,2024-02-04T00:54:06,completed,46.39
377,3456,2025-09-29T00:14:40,completed,458.65
378,141,2024-01-25T17:39:42,completed,68.98
379,2862,2023-12-05T15:41:20,completed,857.74
380,3450,2025-06-11T19:34:56,completed,254.87
381,216,2023-12-08T14:33:46,completed,333.06
382,605,2025-06-22T05:18:33,completed,185.8
383,648,2025-08-15T23:12:09,completed,158.22
384,1495,2024-08-19T03:06:08,completed,153.26
385,3372,2025-10-04T00:50:20,completed,146.95
386,1278,2025-11-03T03:13:32,completed,468.82
387,3722,2025-03-21T18:11:23,completed,239.11
388,754,2024-01-21T19:55:07,completed,1686.45
389,2566,2024-03-28T12:29:02,completed,402.65
390,3476,2025-02-22T19:13:39,completed,390.5
391,2749,2025-03-28T11:43:48,completed,109.9
392,90,2025-10-04T23:01:05,completed,464.95
393,1969,2024-11-20T01:08:00,completed,1346.48
394,1597,2025-04-01T06:38:07,completed,1058.46
395,798,2025-10-06T13:16:17,completed,1230.51
396,2377,2024-08-11T04:19:24,completed,214.11
397,1154,2025-07-30T18:26:39,completed,496.18
398,4987,2025-04-27T15:13:57,completed,856.46
399,3176,2024-02-18T08:45:13,completed,1475.38
400,715,2025-03-17T22:55:52,completed,169.86
401,2295,2024-03-01T21:43:50,completed,387.11
402,2114,2024-01-10T18:54:23,returned,2367.69
403,1057,2025-05-28T02:09:06,completed,569.91
404,3385,2024-03-14T21:43:21,completed,78.36
405,468,2024-05-01T03:14:07,completed,81.51
406,863,2025-11-10T04:41:21,completed,230.82
407,3787,2025-06-29T15:31:51,completed,450.56
408,3809,2025-11-16T20:15:17,completed,923.26
409,3549,2024-01-30T04:44:19,completed,304.16
410,1742,2024-04-20T07:15:13,completed,274.82
411,3850,2024-02-07T09:22:22,completed,302.53
412,3116,2025-06-08T01:07:15,completed,255.7
413,3465,2024-02-07T07:10:26,completed,498.12
414,3439,2023-12-01T03:29:33,completed,380.2
415,2433,2024-10-29T11:01:21,completed,270.08
416,1317,2025-08-04T00:14:47,cancelled,197.62
417,82,2025-05-13T16:25:03,completed,1414.75
418,2593,2024-05-27T04:44:07,completed,778.25
419,3691,2024-05-09T10:39:20,cancelled,1134.32
420,1361,2024-01-05T23:55:50,completed,1458.03
421,4726,2025-06-07T01:20:57,cancelled,448.84
422,4114,2024-01-28T20:14:05,completed,230.72
423,3362,2024-09-23T16:14:42,completed,847.96
424,3057,2024-08-03T00:40:11,completed,146.09
425,3584,2025-03-27T23:09:14,completed,971.2
426,135,2025-01-12T07:22:47,completed,313.79
427,4463,2024-04-25T18:55:55,completed,671.04
428,3446,2024-12-01T21:59:38,completed,637.45
429,3801,2025-08-24T04:08:33,completed,316.78
430,2324,2024-04-29T09:49:21,completed,804.24
431,3397,2025-05-31T06:23:41,completed,409.27
432,4915,2024-12-16T20:57:24,completed,374.13
433,3207,2025-03-12T10:26:25,completed,786.27
434,1424,2025-05-29T17:47:23,completed,54.29
435,1035,2024-04-20T16:23:21,completed,660.97
436,2642,2024-11-26T14:36:19,completed,386.17
437,1254,2024-07-08T21:46:52,completed,933.74
438,3717,2025-06-18T09:14:37,completed,870.5
439,3098,2025-05-06T08:24:43,completed,367.95
440,848,2025-03-01T20:03:53,completed,608.09
441,3202,2025-09-30T00:48:38,completed,692.66
442,2569,2025-09-26T20:12:28,completed,10.02
443,1464,2024-01-14T17:58:33,completed,797.01
444,4477,2024-11-05T20:59:27,completed,200.92
445,243,2024-04-19T19:11:36,completed,434.1
446,941,2024-12-26T09:56:51,completed,365.23
447,1037,2023-12-03T01:34:43,completed,355.5
448,2412,2024-01-28T22:57:46,completed,305.92
449,2303,2024-04-12T17:59:13,cancelled,159.23
450,1687,2024-04-29T17:39:57,cancelled,300.18
451,2226,2024-06-19T15:26:25,completed,422.05
452,527,2024-03-18T22:14:39,completed,1272.85
453,246,2025-10-10T06:17:16,completed,371.05
454,1189,2025-01-22T03:28:18,completed,359.82
455,1752,2025-02-17T02:45:26,completed,303.78
456,844,2024-04-23T05:32:46,completed,1186.22
457,3566,2025-05-24T20:13:10,completed,249.5
458,384,2024-03-03T11:36:29,returned,302.71
459,4843,2025-05-27T02:17:58,completed,392.74
460,4717,2025-07-11T18:22:54,returned,1415.5
461,3850,2024-01-26T00:31:32,completed,442.45
462,2566,2024-04-22T08:09:47,completed,230.02
463,995,2024-04-21T10:43:01,completed,746.14
464,1395,2025-09-17T07:14:35,completed,1321.27
465,2128,2024-08-03T19:19:13,completed,84.3
466,2698,2025-07-07T14:05:09,completed,153.67
467,2616,2024-05-23T00:48:50,completed,962.09
468,4323,2024-04-02T07:41:00,completed,493.05
469,3955,2024-09-29T17:01:58,completed,179.74
470,1986,2025-04-04T14:40:53,completed,53.7
471,1771,2025-09-07T12:48:40,completed,108.29
472,4838,2025-03-02T05:18:49,completed,159.35
473,3720,2024-07-15T15:08:27,completed,455.55
474,4207,2025-03-09T09:40:02,completed,86.28
475,2517,2024-10-13T09:22:54,cancelled,438.72
476,903,2024-12-25T16:36:43,completed,557.64
477,1738,2025-04-08T17:26:40,completed,223.46
478,3030,2024-07-06T20:11:11,completed,501.05
479,4339,2024-05-15T16:31:00,completed,324.94
480,910,2024-10-24T10:51:33,completed,123.19
481,4360,2024-06-10T01:55:54,completed,205.26
482,3219,2025-08-29T13:05:48,completed,427.19
483,2360,2024-08-21T22:39:46,completed,254.1
484,3906,2025-06-21T09:32:33,completed,341.7
485,3888,2024-06-02T04:10:46,completed,43.1
486,80,2025-01-13T06:04:23,completed,1084.31
487,1201,2023-12-03T14:03:44,completed,229.05
488,2874,2025-04-19T19:01:52,returned,232.08
489,2889,2025-10-19T21:03:25,completed,429.19
490,4881,2025-05-12T01:49:49,completed,15.26
491,3362,2024-06-10T15:19:24,completed,507.08
492,2945,2024-07-03T18:28:50,completed,963.51
493,2244,2025-07-06T01:00:20,completed,1123.79
494,2858,2024-04-01T10:04:14,completed,283.48
495,1562,2024-01-17T09:06:51,completed,131.74
496,3728,2024-01-15T00:33:38,completed,640.55
497,1231,2024-01-15T22:14:53,completed,155.3
498,2362,2024-12-15T19:16:53,completed,145.09
499,4859,2024-08-21T12:40:30,completed,331.83
500,6,2025-10-29T07:18:51,completed,430.21
501,4594,2025-06-19T10:23:57,completed,367.86
502,3540,2024-01-14T01:54:01,completed,466.8
503,2038,2025-03-23T14:38:38,completed,607.06
504,2546,2025-07-07T02:13:40,completed,291.19
505,1635,2025-08-24T06:59:12,completed,47.37
506,4643,2024-10-27T05:26:11,cancelled,438.58
507,3580,2024-01-29T06:17:40,completed,467.77
508,2930,2025-05-04T16:48:43,completed,700.02
509,4579,2025-07-13T21:58:03,completed,601.79
510,3057,2025-10-26T03:44:47,completed,63.0
511,3217,2025-06-06T09:08:28,completed,969.98
512,2214,2024-11-08T12:39:49,completed,580.86
513,499,2023-12-07T11:33:54,completed,31.25
514,1680,2025-06-28T06:03:45,completed,115.65
515,1268,2025-05-05T01:30:03,completed,245.05
516,1645,2024-02-04T16:38:47,completed,524.62
517,2026,2024-08-01T11:15:30,completed,198.4
518,998,2025-02-26T23:35:13,completed,843.3
519,4479,2025-07-19T07:34:04,completed,636.7
520,1161,2025-11-08T21:34:51,completed,499.89
521,820,2025-11-07T10:58:09,cancelled,195.98
522,880,2024-09-03T22:21:36,completed,523.63
523,280,2025-05-23T08:58:04,completed,1173.85
524,1297,2025-05-10T04:09:18,completed,817.52
525,4614,2025-03-12T11:21:16,completed,593.55
526,3963,2025-05-07T22:22:11,completed,355.71
527,4154,2024-01-18T07:57:31,completed,296.48
528,4758,2025-02-12T06:34:00,completed,72.4
529,871,2024-06-19T00:04:28,completed,1288.4
530,864,2025-06-14T22:55:37,completed,486.79
531,528,2025-09-10T09:30:01,completed,82.16
532,3067,2024-08-01T23:40:20,completed,552.78
533,4701,2024-11-12T07:09:59,completed,146.61
534,1649,2024-09-01T07:35:23,completed,200.38
535,4769,2025-06-26T15:21:44,completed,1313.97
536,4327,2025-08-19T01:22:43,completed,787.4
537,1130,2024-12-05T08:06:12,completed,40.08
538,641,2024-09-10T21:27:14,completed,119.13
539,4928,2024-12-20T06:52:38,completed,923.06
540,2060,2024-07-18T08:54:05,completed,968.44
541,613,2025-07-13T02:55:43,completed,505.04
542,3271,2024-12-12T01:08:22,completed,238.13
543,2155,2024-07-28T15:28:48,completed,170.6
544,487,2025-01-25T04:31:01,completed,379.89
545,511,2025-06-28T19:07:26,completed,306.95
546,290,2024-04-23T23:03:32,completed,308.15
547,661,2024-05-23T08:11:51,completed,25.66
548,292,2025-02-26T06:37:58,completed,155.19
549,1866,2024-04-08T15:13:33,completed,102.11
550,4982,2023-12-31T07:51:52,completed,592.92
551,3521,2025-05-17T18:32:18,completed,449.09
552,3013,2024-08-28T06:19:39,completed,119.86
553,4822,2024-10-11T09:51:14,completed,795.24
554,4654,2024-11-23T07:05:17,completed,629.34
555,2316,2025-10-11T15:48:18,completed,998.1
556,1063,2024-11-20T17:29:09,completed,42.81
557,4454,2024-08-06T02:32:31,completed,612.82
