order_item_id,order_id,product_id,quantity,unit_price
213,135,247,1,129.19
214,135,349,1,178.95
215,135,324,1,421.14
216,136,289,1,49.41
217,136,358,1,74.13
218,137,108,1,478.92
219,137,163,2,472.98
220,137,326,1,377.58
221,138,165,1,232.6
222,138,307,1,457.44
223,139,244,1,9.74
224,140,361,1,199.43
225,140,42,1,326.3
226,140,40,1,446.82
227,141,417,1,302.65
228,142,357,3,66.76
229,142,190,2,225.07
230,143,349,2,182.12
231,143,47,2,314.49
232,144,186,1,248.95
233,145,421,1,59.92
234,146,283,1,370.71
235,147,66,1,68.08
236,148,374,1,99.97
237,148,348,1,485.06
238,148,348,1,130.2
239,149,219,1,471.82
240,150,433,3,140.65
241,151,389,1,362.0
242,152,230,1,198.97
243,153,13,3,116.69
244,154,101,1,158.85
245,154,321,1,18.8
246,154,222,2,298.3
247,155,243,1,173.7
248,156,122,2,389.0
249,157,297,1,487.39
250,157,470,1,160.07
251,158,411,1,154.23
252,159,287,1,425.72
253,159,206,1,377.22
254,160,320,1,195.04
255,160,408,1,312.0
256,161,401,1,261.02
257,161,301,1,55.83
258,161,305,1,298.48
259,162,261,1,213.4
260,163,23,1,159.28
261,164,184,1,443.18
262,164,398,1,237.41
263,165,5,1,330.55
264,166,428,1,32.03
265,167,466,1,38.86
266,168,240,1,168.92
267,168,297,1,171.15
268,169,233,2,455.72
269,170,115,1,235.94
270,171,488,2,404.6
271,171,193,1,96.2
272,172,16,1,75.49
273,173,392,1,487.78
274,174,454,1,91.27
275,175,91,2,455.77
276,176,336,1,59.93
277,177,415,1,89.82
278,178,452,1,356.92
279,178,61,1,462.46
280,178,407,1,268.61
281,178,356,1,301.78
282,179,301,1,270.06
283,179,405,1,127.35
284,180,496,1,247.05
285,180,373,1,237.98
286,180,340,1,87.88
287,181,261,1,261.85
288,181,92,1,190.07
289,182,138,1,320.86
290,183,459,1,432.27
291,184,194,1,468.07
292,185,385,1,225.03
293,186,263,1,215.92
294,187,255,1,194.27
295,188,39,1,45.8
296,189,403,1,117.73
297,189,61,1,23.95
298,190,129,1,408.7
299,190,350,2,99.37
300,191,386,1,273.85
301,191,134,1,153.24
302,191,422,1,498.44
303,191,485,1,292.08
304,192,390,3,433.41
305,193,243,1,295.57
306,193,283,1,362.64
307,194,434,1,386.21
308,195,286,1,73.78
309,196,256,2,417.98
310,196,174,1,215.73
311,197,154,1,16.5
312,197,403,1,73.87
313,198,468,1,434.14
314,198,196,1,198.36
315,199,169,1,228.51
316,200,284,1,414.11
317,201,36,2,196.02
318,202,36,1,187.48
319,202,6,1,430.56
320,203,67,1,241.73
321,203,36,1,452.28
322,203,106,1,106.81
323,203,222,2,334.07
324,204,301,1,359.8
325,204,235,1,8.68
326,204,74,1,413.17
327,205,467,1,248.02
328,206,148,1,459.85
329,206,178,1,357.27
330,207,436,1,128.32
331,207,461,1,218.88
332,208,292,1,350.83
333,209,141,2,271.18
334,209,342,2,350.53
335,209,370,2,454.82
336,210,189,1,57.09
337,211,107,1,233.77
338,212,237,1,374.25
339,212,439,1,23.7
340,213,168,1,234.8
341,213,237,1,276.47
342,213,125,1,221.67
343,214,88,2,305.46
344,214,91,1,269.65
345,215,6,1,80.98
346,215,184,1,358.63
347,216,429,1,263.82
348,216,340,1,449.02
349,217,307,1,387.34
350,218,123,1,12.94
351,219,99,1,36.27
352,220,86,1,26.79
353,220,263,1,166.94
354,221,479,1,469.77
355,221,62,1,57.41
356,222,162,1,110.32
357,223,333,1,26.75
358,223,454,1,154.26
359,224,365,1,495.31
360,224,436,1,129.71
361,224,49,1,490.8
362,224,357,1,462.65
363,225,453,1,489.12
364,225,342,1,170.88
365,226,262,1,120.05
366,227,11,1,448.91
367,228,125,1,34.66
368,229,193,1,23.76
369,230,450,1,142.67
370,231,332,2,376.52
371,231,118,2,168.98
372,231,125,1,31.77
373,231,470,1,127.93
374,232,165,1,316.74
375,233,99,1,496.05
376,234,282,2,466.25
377,235,240,1,362.23
378,236,156,1,226.89
379,236,326,1,431.9
380,237,204,1,238.0
381,237,217,1,368.79
382,237,390,1,477.11
383,237,247,1,193.8
384,238,305,1,278.66
385,238,90,1,234.51
386,238,233,1,283.26
387,239,241,1,458.49
388,240,372,1,205.25
389,241,192,1,157.37
390,241,302,1,443.07
391,241,472,1,466.4
392,241,84,1,220.97
393,242,179,1,246.87
394,242,353,1,33.56
395,243,125,1,461.13
396,243,186,1,339.83
397,244,349,1,127.47
398,245,7,1,50.69
399,245,365,2,201.85
400,246,466,1,214.36
401,247,496,1,443.89
402,248,449,2,435.36
403,249,177,2,138.17
404,249,108,2,202.0
405,250,252,1,39.57
406,251,376,1,92.32
407,251,96,1,103.02
408,252,291,2,96.89
409,253,99,1,451.63
410,253,210,1,456.92
411,254,151,1,66.72
412,255,245,1,381.46
413,256,4,1,395.66
414,256,22,1,263.56
415,257,493,1,466.4
416,258,173,1,445.63
417,258,162,2,470.79
418,259,183,2,404.1
419,260,372,2,462.89
420,260,14,1,435.16
421,261,128,1,311.08
422,261,338,2,259.88
423,262,483,2,13.23
424,262,185,2,484.95
425,263,249,1,308.23
426,264,483,2,493.5
427,264,439,1,54.73
428,264,198,1,101.56
429,265,402,2,254.8
430,265,66,1,48.11
431,265,427,1,276.63
432,266,60,1,272.63
433,267,338,1,57.21
434,267,367,1,464.86
435,268,113,1,334.64
436,268,488,2,65.93
437,269,252,1,347.43
438,269,447,1,290.11
439,270,467,1,369.32
440,271,495,2,405.18
441,271,115,1,149.03
442,272,480,1,471.29
443,272,294,1,427.4
444,273,32,1,98.98
445,274,187,1,467.29
446,275,114,1,9.55
447,275,437,1,76.63
448,276,234,1,145.28
449,277,353,1,498.44
450,278,254,1,483.42
451,278,31,3,169.91
452,279,116,1,31.02
453,279,444,1,429.11
454,279,373,1,492.27
455,280,173,1,239.34
456,281,271,1,144.77
457,282,50,1,377.37
458,283,479,1,231.48
459,284,248,1,76.69
460,285,334,1,364.35
461,286,440,1,475.45
462,286,219,1,88.27
463,287,92,2,63.09
464,287,264,1,298.73
465,287,497,1,362.66
466,287,126,1,124.22
467,288,89,1,190.81
468,289,333,1,318.01
469,289,228,1,64.4
470,289,43,1,322.5
471,290,294,1,348.39
472,291,248,3,352.85
473,292,33,1,431.79
474,293,11,1,409.64
475,293,402,2,246.84
476,294,420,1,66.42
477,295,93,2,349.13
478,295,3,1,401.25
479,295,63,1,289.67
480,296,386,1,490.06
481,297,88,1,472.89
482,297,1,1,27.85
483,297,485,1,392.49
484,297,338,1,74.23
485,298,181,1,257.74
486,299,19,1,153.36
487,300,111,1,142.31
488,300,374,1,41.81
489,301,84,1,46.21
490,301,131,1,470.4
491,302,376,1,318.39
492,303,332,2,304.45
493,304,404,1,17.83
494,305,273,1,276.44
495,306,466,1,140.26
496,307,497,1,476.13
497,308,157,1,404.37
498,308,49,1,351.73
499,309,460,1,162.41
500,309,385,1,175.86
501,310,207,1,68.15
502,310,5,1,358.05
503,310,337,1,192.51
504,311,499,1,389.88
505,311,348,1,354.86
506,312,240,1,141.53
507,313,473,2,156.07
508,313,440,1,156.3
509,314,40,1,472.71
510,314,85,1,46.87
511,315,448,1,474.46
512,316,255,1,498.99
513,317,316,1,416.54
514,318,384,1,497.14
515,318,339,3,412.56
516,319,230,3,338.89
517,320,188,2,259.27
518,321,192,3,172.29
519,322,440,1,153.09
520,322,151,1,6.11
521,322,324,1,112.64
522,323,264,2,22.54
523,323,238,2,424.93
524,323,30,1,309.69
525,323,169,1,58.05
526,324,182,1,218.25
527,325,79,1,456.99
528,326,116,1,190.28
529,326,187,1,95.18
530,327,430,1,74.24
531,328,364,1,98.84
532,328,21,1,213.42
533,328,170,2,84.35
534,329,137,1,247.09
535,329,254,1,358.59
536,329,167,1,391.27
537,329,205,1,462.16
538,330,406,1,81.99
539,330,257,1,343.8
540,330,27,1,174.36
541,330,500,1,8.97
542,331,390,1,310.72
543,332,59,2,497.16
544,333,243,1,405.93
545,334,438,1,319.07
546,335,141,3,464.9
547,336,443,1,206.61
548,337,114,1,242.2
549,337,262,1,30.57
550,337,57,1,143.88
551,337,180,1,127.25
552,338,339,1,109.93
553,339,221,1,474.42
554,339,187,1,60.21
555,340,67,1,371.94
556,340,186,1,296.51
557,341,108,1,48.18
558,341,55,1,372.58
559,342,453,1,99.26
560,342,361,1,53.83
561,342,483,1,174.73
562,342,372,1,381.69
563,343,99,1,357.24
564,344,230,1,63.13
565,344,224,1,212.41
566,344,477,3,396.49
567,345,67,1,478.12
568,345,32,1,348.43
569,346,263,3,86.93
570,347,206,1,107.43
571,347,2,1,112.81
572,348,234,1,361.69
573,348,133,1,114.07
574,349,24,1,149.46
575,350,69,1,396.36
576,351,60,1,176.99
577,352,485,1,276.89
578,353,167,3,314.85
579,353,6,2,113.54
580,354,276,1,434.65
581,354,481,1,57.69
582,354,382,1,473.1
583,354,132,2,318.98
584,355,167,1,292.92
585,356,372,1,78.43
586,357,95,2,92.17
587,358,332,1,158.53
588,358,454,1,200.13
589,359,219,1,455.02
590,360,373,1,10.84
591,361,424,1,416.11
592,362,138,1,315.56
593,362,7,1,9.65
594,363,437,1,105.15
595,363,246,1,446.73
596,364,125,1,347.56
597,365,53,1,55.77
598,365,454,2,75.21
599,366,76,1,146.99
600,367,462,1,88.93
601,367,57,1,478.45
602,368,61,1,462.73
603,368,44,2,304.23
604,369,93,1,79.36
605,370,449,1,458.54
606,371,365,1,395.48
607,371,442,2,78.58
608,372,370,1,488.29
609,373,373,1,49.77
610,374,164,1,243.24
611,375,71,2,328.71
612,375,126,1,276.92
613,376,421,1,46.39
614,377,416,1,353.03
615,377,121,1,105.62
616,378,69,2,34.49
617,379,399,2,150.88
618,379,74,2,277.99
619,380,29,1,63.03
620,380,357,1,191.84
621,381,28,1,333.06
622,382,81,1,185.8
623,383,426,2,79.11
624,384,271,1,153.26
625,385,331,1,146.95
626,386,310,1,254.13
627,386,6,1,214.69
628,387,471,1,156.49
629,387,117,1,82.62
630,388,65,1,203.2
631,388,29,1,95.93
632,388,382,3,304.52
633,388,40,2,236.88
634,389,195,1,402.65
635,390,40,1,390.5
636,391,278,1,109.9
637,392,283,1,464.95
638,393,290,1,493.31
639,393,248,1,160.72
640,393,484,1,490.37
641,393,385,1,202.08
642,394,183,3,352.82
643,395,258,1,404.71
644,395,77,1,399.05
645,395,245,1,426.75
646,396,41,2,51.18
647,396,368,1,111.75
648,397,494,1,496.18
649,398,175,1,69.94
650,398,149,1,428.7
651,398,221,1,357.82
652,399,311,1,80.44
653,399,322,3,53.22
654,399,8,1,435.88
655,399,281,2,399.7
656,400,87,2,84.93
657,401,37,1,387.11
658,402,391,2,326.89
659,402,72,2,485.98
660,402,250,1,430.21
661,402,206,1,311.74
662,403,320,3,189.97
663,404,449,3,26.12
664,405,421,1,81.51
665,406,205,2,115.41
666,407,240,1,450.56
667,408,56,2,461.63
668,409,163,1,304.16
669,410,143,1,274.82
670,411,291,1,302.53
671,412,405,1,239.34
672,412,28,1,16.36
673,413,43,1,140.58
674,413,42,1,357.54
675,414,133,1,31.6
676,414,459,2,174.3
677,415,215,1,270.08
678,416,468,1,197.62
679,417,102,1,335.64
680,417,316,1,333.71
681,417,422,2,372.7
682,418,479,1,432.83
683,418,59,1,338.6
684,418,135,1,6.82
685,419,325,1,484.88
686,419,50,1,374.13
687,419,97,1,275.31
688,420,108,3,486.01
689,421,187,1,448.84
690,422,256,1,230.72
691,423,219,1,383.72
692,423,59,2,232.12
693,424,278,1,146.09
694,425,481,2,429.21
695,425,45,2,56.39
696,426,255,1,313.79
697,427,298,2,335.52
698,428,283,1,101.8
699,428,241,3,178.55
700,429,361,1,200.93
701,429,482,1,115.85
702,430,158,2,398.59
703,430,213,1,7.06
704,431,405,1,409.27
705,432,293,3,124.71
706,433,425,1,466.31
707,433,220,1,319.96
708,434,82,1,54.29
709,435,402,1,382.28
710,435,470,1,278.69
711,436,224,1,386.17
712,437,472,3,288.04
713,437,13,1,69.62
714,438,96,1,449.47
715,438,153,1,421.03
716,439,141,1,76.17
717,439,12,1,291.78
718,440,63,1,144.82
719,440,459,1,43.3
720,440,433,1,419.97
721,441,212,1,479.81
722,441,40,1,212.85
723,442,83,1,10.02
724,443,438,1,488.08
725,443,178,1,308.93
726,444,131,2,100.46
727,445,390,1,434.1
728,446,71,1,365.23
729,447,489,1,355.5
730,448,224,1,202.97
731,448,99,1,102.95
732,449,407,1,159.23
733,450,453,1,300.18
734,451,311,1,103.86
735,451,181,1,318.19
736,452,491,1,295.5
737,452,151,1,439.24
738,452,487,3,179.37
739,453,220,1,182.08
740,453,38,1,188.97
741,454,164,1,359.82
742,455,461,1,37.79
743,455,146,1,265.99
744,456,485,2,430.66
745,456,39,1,324.9
746,457,101,1,249.5
747,458,64,1,302.71
748,459,146,1,392.74
749,460,146,1,483.59
750,460,19,2,459.43
751,460,21,1,13.05
752,461,371,1,162.01
753,461,178,1,280.44
754,462,153,1,230.02
755,463,53,1,28.68
756,463,6,1,496.8
757,463,442,1,220.66
758,464,416,1,451.93
759,464,3,2,434.67
760,465,25,2,42.15
761,466,195,1,89.32
762,466,71,1,64.35
763,467,455,2,448.26
764,467,327,1,65.57
765,468,251,3,164.35
766,469,152,1,179.74
767,470,106,1,42.2
768,470,254,1,11.5
769,471,250,1,108.29
770,472,161,1,159.35
771,473,55,2,113.3
772,473,187,1,228.95
773,474,36,1,86.28
774,475,53,1,438.72
775,476,96,1,240.74
776,476,272,1,136.46
777,476,475,1,180.44
778,477,261,1,223.46
779,478,375,2,101.0
780,478,97,1,299.05
781,479,56,1,324.94
782,480,19,1,123.19
783,481,318,1,205.26
784,482,451,1,250.11
785,482,88,1,177.08
786,483,2,1,254.1
787,484,353,1,160.98
788,484,36,1,169.42
789,484,234,1,11.3
790,485,499,1,43.1
791,486,299,1,437.24
792,486,242,1,410.37
793,486,291,1,148.88
794,486,117,1,87.82
795,487,412,1,229.05
796,488,250,1,232.08
797,489,266,1,429.19
798,490,266,1,15.26
799,491,73,1,20.3
800,491,296,1,486.78
801,492,472,3,321.17
802,493,461,2,493.73
803,493,449,1,136.33
804,494,214,2,141.74
805,495,176,2,65.87
806,496,178,1,484.89
807,496,256,2,77.83
808,497,286,1,155.3
809,498,233,1,145.09
810,499,3,1,331.83
811,500,450,1,430.21
812,501,139,1,367.86
813,502,113,1,466.8
814,503,217,1,452.56
815,503,458,1,154.5
816,504,449,1,291.19
817,505,103,1,47.37
818,506,94,1,438.58
819,507,356,1,467.77
820,508,216,3,233.34
821,509,46,1,309.53
822,509,155,1,292.26
823,510,290,2,31.5
824,511,237,2,438.08
825,511,236,2,46.91
826,512,171,1,411.86
827,512,290,1,169.0
828,513,262,1,31.25
829,514,496,1,115.65
830,515,480,1,245.05
831,516,310,2,262.31
832,517,427,1,198.4
833,518,95,2,421.65
834,519,225,2,310.49
835,519,222,1,15.72
836,520,88,1,351.32
837,520,103,1,148.57
838,521,342,1,195.98
839,522,76,1,231.26
840,522,289,1,292.37
841,523,318,1,454.51
842,523,182,3,236.61
843,523,371,1,9.51
844,524,258,1,451.76
845,524,269,1,36.07
846,524,336,1,329.69
847,525,403,1,393.56
848,525,338,1,199.99
849,526,338,1,355.71
850,527,67,1,296.48
851,528,207,1,19.61
852,528,376,1,52.79
853,529,166,1,490.76
854,529,414,2,398.82
855,530,457,1,486.79
856,531,20,2,41.08
857,532,473,1,58.29
858,532,231,1,494.49
859,533,252,1,146.61
860,534,271,2,100.19
861,535,50,1,405.95
862,535,458,1,388.32
863,535,291,1,40.62
864,535,95,1,479.08
865,536,293,2,252.92
866,536,183,1,281.56
867,537,321,1,40.08
868,538,52,1,119.13
869,539,421,2,461.53
870,540,447,2,484.22
871,541,266,2,252.52
872,542,457,1,238.13
873,543,216,1,170.6
874,544,376,1,379.89
875,545,486,1,306.95
876,546,214,1,308.15
877,547,67,1,25.66
878,548,180,1,155.19
879,549,397,1,102.11
880,550,378,1,243.68
881,550,199,1,349.24
882,551,60,1,449.09
883,552,471,1,119.86
884,553,386,2,397.62
885,554,448,1,407.25
886,554,40,1,222.09
887,555,336,2,499.05
888,556,63,1,42.81
889,557,417,1,457.97
890,557,113,1,154.85
891,558,335,1,447.02
892,559,28,1,208.36
893,560,71,2,262.89
894,561,191,1,395.03
895,562,333,1,476.76
896,562,11,1,21.71
897,563,495,1,143.15
898,564,196,1,26.99
899,565,273,1,156.05
900,565,278,1,468.93
901,566,425,2,406.07
902,567,372,2,219.87
903,568,386,1,59.06
904,568,199,3,466.57
905,568,148,2,469.3
906,569,394,1,85.46
907,569,196,1,496.34
908,570,410,1,140.82
909,571,293,1,309.7
910,572,335,2,305.96
911,573,429,1,93.5
912,573,237,1,9.39
913,574,433,1,207.26
914,575,313,1,476.88
915,576,142,1,249.99
916,576,117,1,77.72
917,577,95,1,430.98
918,577,297,1,278.94
919,578,133,3,12.98
920,578,433,2,179.9
921,579,40,1,61.03
922,580,191,2,342.1
923,581,74,1,305.45
924,581,185,1,207.03
925,581,334,1,471.53
926,582,23,1,79.28
927,583,414,1,359.31
928,583,380,1,292.84
929,584,299,1,364.5
930,585,490,1,468.08
931,585,115,1,498.92
932,586,63,2,266.24
933,587,267,1,138.25
934,587,429,1,455.98
935,588,186,1,160.83
936,588,498,1,124.32
937,589,259,1,184.34
938,590,215,1,414.77
939,591,466,1,294.45
940,592,175,1,45.35
941,592,216,1,78.46
942,593,461,1,229.76
943,593,86,1,135.37
944,594,52,1,21.87
945,595,38,1,434.11
946,596,206,1,124.51
947,597,460,1,306.33
948,597,56,3,27.39
949,597,379,2,475.21
950,598,224,1,241.17
951,598,69,1,363.24
952,599,43,1,8.85
953,599,304,1,326.46
954,599,195,1,92.48
955,600,119,1,173.85
956,600,289,1,264.97
957,601,166,1,379.86
958,602,452,3,109.29
959,602,266,1,440.39
960,602,161,1,145.97
961,603,115,2,147.8
962,604,474,1,142.92
963,604,50,1,420.2
964,605,492,2,271.27
965,605,100,1,417.09
966,605,14,1,144.51
967,606,65,2,151.0
968,607,62,1,218.97
969,607,135,1,72.72
970,607,143,1,62.65
971,608,114,1,166.92
972,608,260,1,229.46
973,609,353,1,462.74
974,610,267,1,421.51
975,610,339,2,314.91
976,611,447,2,338.31
977,612,96,1,144.89
978,613,265,2,375.98
979,614,313,1,93.17
980,615,324,1,320.67
981,615,248,1,477.4
982,616,343,1,399.39
983,616,201,1,273.99
984,616,152,1,60.62
985,617,127,1,62.33
986,618,178,1,353.89
987,618,397,2,420.86
988,619,15,1,256.21
989,619,456,2,207.46
990,620,163,1,405.47
991,621,138,1,113.38
992,621,326,2,157.71
993,621,210,1,438.43
994,622,486,3,307.32
995,622,67,1,14.86
996,623,361,1,179.59
997,624,108,1,103.23
998,625,368,1,401.64
999,626,376,1,11.75
1000,627,257,1,245.03
1001,628,324,1,127.42
1002,629,194,1,69.94
1003,629,380,2,431.68
1004,630,391,1,14.98
1005,630,381,2,304.41
1006,631,201,1,304.82
1007,632,381,1,140.65
1008,633,296,1,149.16
1009,633,48,1,206.13
1010,633,143,1,454.29
1011,633,274,1,194.29
1012,634,391,1,58.61
1013,634,115,1,17.32
1014,634,395,1,188.06
1015,634,289,1,158.75
1016,635,49,1,107.8
1017,635,483,1,128.73
1018,635,73,1,419.84
1019,635,268,1,285.49
1020,636,211,1,172.24
1021,637,307,1,7.76
1022,637,354,1,283.39
1023,638,334,1,233.38
1024,639,376,1,57.0
1025,639,359,1,68.0
1026,639,7,1,375.33
1027,640,59,1,214.97
1028,640,88,1,264.67
1029,640,72,1,275.81
1030,641,151,1,440.71
1031,642,191,1,87.14
1032,642,149,1,106.21
1033,643,237,1,168.44
1034,644,243,1,211.07
1035,644,77,1,496.69
1036,645,356,1,232.0
1037,646,81,1,319.99
1038,647,99,1,411.27
1039,648,320,1,467.48
1040,649,40,1,55.97
1041,649,111,1,135.15
1042,650,331,1,168.43
1043,651,378,2,335.91
1044,651,243,1,6.32
1045,651,119,3,50.21
1046,651,412,1,75.95
1047,652,459,3,72.8
1048,653,155,1,63.06
1049,654,362,1,159.32
1050,654,268,1,43.71
1051,655,485,1,142.48
1052,655,74,2,282.44
1053,655,251,1,129.02
1054,655,62,1,220.53
1055,656,438,1,336.67
1056,656,373,1,310.4
1057,656,449,3,470.01
1058,657,6,1,183.69
1059,657,100,1,158.64
1060,657,49,2,458.32
1061,658,18,1,322.63
1062,658,204,1,349.27
1063,659,293,2,432.28
1064,660,252,1,376.22
1065,660,332,1,404.68
1066,661,366,1,369.42
1067,661,446,2,46.0
1068,662,32,1,429.66
1069,662,143,3,101.12
1070,663,461,1,356.11
1071,663,464,3,362.46
1072,664,207,1,335.52
1073,664,32,1,413.4
1074,664,257,1,136.98
1075,665,102,1,207.58
1076,666,61,1,286.25
1077,667,60,2,95.34
1078,668,495,1,88.82
1079,669,42,2,471.9
1080,670,462,2,374.97
1081,670,378,1,31.4
1082,671,162,1,418.46
1083,672,152,1,222.6
1084,673,179,1,263.91
1085,674,198,1,286.51
1086,674,360,1,324.77
1087,675,258,1,372.85
1088,675,138,1,387.84
1089,676,473,1,330.87
1090,677,166,1,192.07
1091,678,54,1,435.32
1092,679,173,1,54.6
1093,680,96,1,222.31
1094,681,375,1,417.88
1095,681,130,1,302.47
1096,682,498,2,120.98
1097,683,138,3,203.37
1098,684,154,2,482.79
1099,685,385,1,333.39
1100,685,404,3,485.31
1101,685,159,1,75.02
1102,685,178,1,86.84
1103,686,89,1,44.79
1104,687,371,1,343.93
1105,688,52,1,344.96
1106,689,426,1,125.16
1107,689,470,1,68.61
1108,690,145,2,366.53
1109,691,178,1,371.51
1110,692,92,1,187.72
1111,692,175,1,5.79
1112,692,307,1,457.72
1113,693,109,1,50.96
1114,694,146,1,339.26
1115,695,216,1,202.12
1116,695,265,2,235.14
1117,695,43,1,367.67
1118,695,336,2,402.76
1119,696,260,1,230.07
1120,697,217,1,154.96
1121,697,133,1,62.4
1122,698,365,1,269.84
1123,698,187,1,93.53
1124,699,346,1,8.44
1125,700,315,1,230.22
1126,701,445,1,186.72
1127,702,173,1,384.58
1128,703,183,1,226.15
1129,704,183,1,267.98
1130,705,49,1,76.6
1131,706,498,1,310.53
1132,707,168,1,77.64
1133,708,41,1,320.19
1134,708,155,1,16.08
1135,708,487,1,362.19
1136,708,381,2,419.24
1137,709,293,1,155.08
1138,709,264,1,397.89
1139,710,390,2,141.02
1140,711,310,1,94.72
1141,711,146,1,206.56
1142,712,141,1,301.54
1143,712,500,1,53.09
1144,713,33,1,365.44
1145,714,326,1,273.02
1146,715,175,1,412.2
1147,716,108,1,89.16
1148,716,200,1,20.97
1149,717,288,3,46.13
1150,717,383,3,187.75
